id,htid,description,title_x,imprint,rights_date_used,pub_place,bib_fmt,content_provider_code,digitization_agent_code,author_x,pubDate,title_y,publication,physicalDescription,author_y,extraAuthor,editionStatement,bibliographyEtcNote,authorCorporate,locSubject
nyp.33433087590307,000207021,,"Elements of geometry; containing the first six books of Euclid, with two books on the geometry of solids. To which are added, Elements of plane and spherical trigonometry. By John Playfair.","Printed for Bell & Bradfute; G. G. & J. Robinson,1795.",1795,stk,BK,nypl,google,"Playfair, John, 1748-1819",1795,"Elements of geometry;containing the first six books of Euclid, with two books on the geometry of solids. To which are added, Elements of plane and spherical trigonometry.By John Playfair","Edinburgh,Printed for Bell & Bradfute;London,G. G. & J. Robinson,1795","xv, [1], 400 p.illus. (diagrs.)22 cm","Playfair, John,1748-1819",,,,,Euclid.---Elements._Trigonometry
mdp.39015014700457,000437459,,"The doctrine of permutations and combinations, being an essential and fundamental part of the doctrine of chances; as it is delivered by Mr. James Bernoulli, in his excellent treatise on the doctrine of chances, intitled, Ars conjectandi, and by the celebrated Dr. John Wallis, of Oxford, in a tract intitled from the subject, and published at the end of his Treatise on algebra: in the former of which tracts is contained a demonstration of Sir Isaac Newton's famous binomial theorem, in the cases of integral powers, and of the reciprocals of integral powers. Together with some useful mathematical tracts. Published by Francis Maseres.","Sold by B. and J. White, 1795.",1795,enk,BK,umich,google,"Maseres, Francis, 1731-1824",1795,"The doctrine of permutations and combinations,being an essential and fundamental part of the doctrine of chances; as it is delivered by Mr. James Bernoulli, in his excellent treatise on the doctrine of chances, intitled, Ars conjectandi, and by the celebrated Dr. John Wallis, of Oxford, in a tract intitled from the subject, and published at the end of his Treatise on algebra: in the former of which tracts is contained a demonstration of Sir Isaac Newton's famous binomial theorem, in the cases of integral powers, and of the reciprocals of integral powers. Together with some useful mathematical tracts. Published by Francis Maseres","London,Sold by B. and J. White,1795","viii, xvi, 606 p.incl. tables24 cm","Maseres, Francis,1731-1824ed. & tr","Newton, Isaac,1642-1727._Wallis, John,1616-1703._Bernoulli, Jakob,1654-1705",,,,Permutations
uc1.31175016448303,100025511,,"The memoirs and adventures of Mark Moore, late an officer in the British Navy. Interspersed with a variety of original anecdotes ... Written by himself.","Printed for the author by J. W. Myers., 1795.",1795,enk,BK,universityofcalifornia,google,"Moore, Mark",1795,"The memoirs and adventures of Mark Moore, late an officer in the British Navy.Interspersed with a variety of original anecdotes ...Written by himself","London,Printed for the author by J. W. Myers.,1795","ix, 267 p. ;22 cm","Moore, Mark",,,,,"Moore, Mark._Actors---Correspondence._Great Britain.---Royal Navy---Sea life---Personal narratives"
chi.34775430,100859490,v.13,"The works of the British poets : with prefaces, biographical and critical / by Robert Anderson.","Printed for J. & A. Arch ; Bell & Bradfute and J. Mundell & Co., 1795.",1795,enk,BK,uchicago,google,,1795,"The works of the British poets :with prefaces, biographical and critical /by Robert Anderson","London :Printed for J. & A. Arch ;[Edinburgh] :Bell & Bradfute and J. Mundell & Co.,1795",13 v. ;24 cm,,"Anderson, Robert,1750-1830",,,,English poetry
mdp.39015069879784,000567554,,"Interesting letters on the French revolution, extracted from the celebrated works of Mr. Malouet. Translated from the French, by William Clarke.","Printed for the translator, and sold by Mr. Debrett; 1795.",1795,enk,BK,umich,google,"Malouet, Pierre-Victor, baron, 1740-1814",1795,"Interesting letters on the French revolution,extracted from the celebrated works of Mr. Malouet. Translated from the French, by William Clarke","[London]Printed for the translator, and sold by Mr. Debrett;1795","xxi, 92 p.22 cm","Malouet, Pierre-Victor,baron,1740-1814","Clarke, William,professor in the college of Alais,tr",,,,"France---History---Revolution, 1789-1799"
uc1.31175035194458,100024338,v.2,"The works of the British poets : with prefaces, biographical and critical / by Robert Anderson ...","Printed for John & Arthur Arch ... and for Bell & Bradfute and J. Mundell & Co. Edinburgh, 1795.",1795,enk,BK,universityofcalifornia,google,"Anderson, Robert, 1750-1830",1795,"The works of the British poets :with prefaces, biographical and critical /by Robert Anderson ","London :Printed for John & Arthur Arch ... and for Bell & Bradfute and J. Mundell & Co. Edinburgh,1795",13 v. ;25 cm,"Anderson, Robert,1750-1830",,,,,"Poets, English._English poetry"
nyp.33433076026800,001907715,v. 8,"The works of the British poets. With prefaces, biographical and critical, by Robert Anderson ...","J. & A. Arch; [etc., etc.] 1795.",1795,enk,BK,nypl,google,"Anderson, Robert, 1750-1830",1795,"The works of the British poets.With prefaces, biographical and critical,by Robert Anderson ","London,J. & A. Arch; [etc., etc.]1795",13 v.23 1/2cm,"Anderson, Robert,1750-1830comp",,,,,English poetry
mdp.39015011679944,000365307,v.1,"Official letters to the honorable American Congress : written, during the war between the United Colonies and Great Britain / by his excellency George Washington ; copied, by special permission, from the original papers preserved in the office of the Secretary of State, Philadelphia.","Printed for Cadell Junior ... [et al.], 1795.",1795,enk,BK,umich,google,"Washington, George, 1732-1799",1795,"Official letters to the honorable American Congress :written, during the war between the United Colonies and Great Britain /by his excellency George Washington ; copied, by special permission, from the original papers preserved in the office of the Secretary of State, Philadelphia","London :Printed for Cadell Junior ... [et al.],1795",2 v. ;22 cm,"Washington, George,1732-1799","Carey, John,1756-1826",,,,"United States---History---Revolution, 1775-1783---Sources._Washington, George,---1732-1799---Correspondence"
uc1.31175035194581,100024338,v.12,"The works of the British poets : with prefaces, biographical and critical / by Robert Anderson ...","Printed for John & Arthur Arch ... and for Bell & Bradfute and J. Mundell & Co. Edinburgh, 1795.",1795,enk,BK,universityofcalifornia,google,"Anderson, Robert, 1750-1830",1795,"The works of the British poets :with prefaces, biographical and critical /by Robert Anderson ","London :Printed for John & Arthur Arch ... and for Bell & Bradfute and J. Mundell & Co. Edinburgh,1795",13 v. ;25 cm,"Anderson, Robert,1750-1830",,,,,"Poets, English._English poetry"
uc1.a0008754830,007680855,v.6,"The new & complete Newgate calendar; or, Villany displayed in all its branches. Containing accounts of the most notorious malefactors from the year 1700 to the present time.","A. Hogg, [1795?]",1795,enk,BK,universityofcalifornia,google,"Jackson, William",1795,"The new & complete Newgate calendar;or, Villany displayed in all its branches. Containing accounts of the most notorious malefactors from the year 1700 to the present time","London :A. Hogg,[1795?]","6 v.illus., ports","Jackson, William",,,,,Trials---Great Britain._Criminals---Great Britain._Crime---Great Britain
nyp.33433074789433,008661698,,"The Caledonian bee ; or, a select collection of interesting extracts, from modern publications with elegant copperplates.","R. Morison and Son, 1795.",1795,enk,BK,nypl,google,,1795,"The Caledonian bee ;or, a select collection of interesting extracts, from modern publications with elegant copperplates","London :R. Morison and Son,1795","280 p., [2] leaves of plates :ill. ;14 cm",,,,,,Literature---Collections---To 1800
mdp.39015056741443,000207021,,"Elements of geometry; containing the first six books of Euclid, with two books on the geometry of solids. To which are added, Elements of plane and spherical trigonometry. By John Playfair.","Printed for Bell & Bradfute; G. G. & J. Robinson,1795.",1795,stk,BK,umich,google,"Playfair, John, 1748-1819",1795,"Elements of geometry;containing the first six books of Euclid, with two books on the geometry of solids. To which are added, Elements of plane and spherical trigonometry.By John Playfair","Edinburgh,Printed for Bell & Bradfute;London,G. G. & J. Robinson,1795","xv, [1], 400 p.illus. (diagrs.)22 cm","Playfair, John,1748-1819",,,,,Euclid.---Elements._Trigonometry
nyp.33433061827253,008617245,v. 2,"British India analyzed. The provincial and revenue establishments of Tippoo Sultaun and of Mahomedan and British conquerors in Hindostan, stated and considered.","Printed for R. Faulder, 1795.",1795,enk,BK,nypl,google,"Greville, Charles Francis, 1749-1809",1795,"British India analyzed.The provincial and revenue establishments of Tippoo Sultaun and of Mahomedan and British conquerors in Hindostan, stated and considered","London,Printed for R. Faulder,1795",3 v.22 cm,"Greville, Charles Francis,1749-1809",,,,,India---History._India---Politics and government._Revenue---India---History._East India Company
nyp.33433068263692,007689525,v. 1,"Secret journal of a self-observer : or, confessions and familiar letters of the Rev. J. C. Lavater / translated from the German original by Peter Will.","Printed for T. Cadell, jun., and W. Davies, [1795]",1795,enk,BK,nypl,google,"Lavater, Johann Caspar, 1741-1801",1795,"Secret journal of a self-observer :or, confessions and familiar letters of the Rev. J. C. Lavater /translated from the German original by Peter Will","London :Printed for T. Cadell, jun., and W. Davies,[1795]",2 v. ;18 cm,"Lavater, Johann Caspar,1741-1801","Will, P.(Peter),1764-1839",,,,Christian life
mdp.39015009233860,000586029,v.2,"Histoire de la rÃ©volution du 10 aoust 1792, des causes qui l'ont produite, des Ã©vÃ©nemens qui l'ont prÃ©cÃ©dÃ©e, et des crimes qui l'ont suivie ... Par m. Peltier.",1795,1795,enk,BK,umich,google,"Peltier, Jean Gabriel, 1770-1825",1795,"Histoire de la rÃ©volution du 10 aoust 1792,des causes qui l'ont produite, des Ã©vÃ©nemens qui l'ont prÃ©cÃ©dÃ©e, et des crimes qui l'ont suivie ...Par m. Peltier","Ã€ Londres,1795",2 v.20 cm,"Peltier, Jean Gabriel,1770-1825",,,,,"France---History---Revolution, 1789-1799"
hvd.hxjfzg,009709070,,An account of the life of Sieyes. Translated from the French.,"[Printed for] J. Johnson, 1795.",1795,enk,BK,harvard,google,"Oelsner, Konrad Engelbert, 1764-1828,",1795,An account of the life of Sieyes.Translated from the French,"London,[Printed for] J. Johnson,1795",108 p.21 cm,"Oelsner, Konrad Engelbert,1764-1828,supposed author",,,,,"SieyÃ¨s, Emmanuel Joseph,---comte,---1748-1836"
osu.32435027442201,100859490,v.10,"The works of the British poets : with prefaces, biographical and critical / by Robert Anderson.","Printed for J. & A. Arch ; Bell & Bradfute and J. Mundell & Co., 1795.",1795,enk,BK,osu,google,,1795,"The works of the British poets :with prefaces, biographical and critical /by Robert Anderson","London :Printed for J. & A. Arch ;[Edinburgh] :Bell & Bradfute and J. Mundell & Co.,1795",13 v. ;24 cm,,"Anderson, Robert,1750-1830",,,,English poetry
nyp.33433081774972,008588028,v. 2,"Official letters to the Honorable American Congress, : written, during the war between the United Colonies and Great Britain, by His Excellency, George Washington, commander in chief of the continental forces, now President of the United States. / Copied by special permission, from the original papers preserved in the office of the Secretary of State, Philadelphia.","Printed for G. G. and J. Robinson ... Cadell Junior and Davies ... W. Richardson ... B. and J. White ... [and 4 others], 1795.",1795,enk,BK,nypl,google,"Washington, George, 1732-1799",1795,"Official letters to the Honorable American Congress, :written, during the war between the United Colonies and Great Britain, by His Excellency, George Washington, commander in chief of the continental forces, now President of the United States. /Copied by special permission, from the original papers preserved in the office of the Secretary of State, Philadelphia","London: :Printed for G. G. and J. Robinson ... Cadell Junior and Davies ... W. Richardson ... B. and J. White ... [and 4 others],1795",2 v.22 cm. (8vo),"Washington, George,1732-1799","Carey, John,1756-1826",,,,"United States---History---Revolution, 1775-1783---Sources"
hvd.hn27x7,009710150,,"An account of the life, travels, and Christian experiences in the work of the ministry of Samuel Bownas.","J. Phillips, 1795",1795,enk,BK,harvard,google,"Bownas, Samuel, 1676-1753",1795,"An account of the life, travels, and Christian experiences in the work of the ministry of Samuel Bownas","London,J. Phillips,1795","vii, 196 p.18 cm","Bownas, Samuel,1676-1753",,,,,"Bownas, Samuel,---1676-1753"
uva.x000597407,008730689,,Sermons on practical subjects / by Samuel Carr.,"F. and C. Rivington, 1795.",1795,enk,BK,virginia,google,"Carr, Samuel, d. 1794",1795,Sermons on practical subjects /by Samuel Carr,"London,F. and C. Rivington,1795",3 v. ;22 cm,"Carr, Samuel,d. 1794",,,,,"Sermons, English"
nyp.33433068263700,007689525,v. 2,"Secret journal of a self-observer : or, confessions and familiar letters of the Rev. J. C. Lavater / translated from the German original by Peter Will.","Printed for T. Cadell, jun., and W. Davies, [1795]",1795,enk,BK,nypl,google,"Lavater, Johann Caspar, 1741-1801",1795,"Secret journal of a self-observer :or, confessions and familiar letters of the Rev. J. C. Lavater /translated from the German original by Peter Will","London :Printed for T. Cadell, jun., and W. Davies,[1795]",2 v. ;18 cm,"Lavater, Johann Caspar,1741-1801","Will, P.(Peter),1764-1839",,,,Christian life
njp.32101067409712,008957624,,"Trial of Messrs. Pitt, George, and Co. The speech of Boissy d'Anglas, in the sitting of the sixth Fructidor, on the political situation of Europe. Copied from the Paris Moniteur and the Telegraph.","Printed for Citizen Lee, 1795.",1795,enk,BK,princeton,google,"Boissy d'Anglas, comte de 1756-1826",1795,"Trial of Messrs. Pitt, George, and Co.The speech of Boissy d'Anglas, in the sitting of the sixth Fructidor, on the political situation of Europe.Copied from the Paris Moniteur and the Telegraph","London,Printed for Citizen Lee,1795",19 p.20 cm,"Boissy d'Anglas,comte de(FrancÌ§ois-Antoine),1756-1826",,,,,Europe---Politics and government---1789-1815
osu.32435027442250,100859490,v.5,"The works of the British poets : with prefaces, biographical and critical / by Robert Anderson.","Printed for J. & A. Arch ; Bell & Bradfute and J. Mundell & Co., 1795.",1795,enk,BK,osu,google,,1795,"The works of the British poets :with prefaces, biographical and critical /by Robert Anderson","London :Printed for J. & A. Arch ;[Edinburgh] :Bell & Bradfute and J. Mundell & Co.,1795",13 v. ;24 cm,,"Anderson, Robert,1750-1830",,,,English poetry
mdp.39015011541987,003054215,,"A cursory view of the assignats and remaining resources of French finance, (September 6, 1795) : drawn from the debates of the convention / by F. D'Ivernois, Esq.","Printed for P. Elmsly, in the Strand, 1795.",1795,enk,BK,umich,google,"Ivernois, Francis d', 1757-1842",1795,"A cursory view of the assignats and remaining resources of French finance, (September 6, 1795) :drawn from the debates of the convention /by F. D'Ivernois, Esq","London :Printed for P. Elmsly, in the Strand,1795","[2], v, [1], 80 p. ;22 cm. (8vo)","Ivernois, Francis d',1757-1842",,,,,"France---History---Revolution, 1789-1799._Inflation (Finance)---France._Assignats"
mdp.39015065847256,000728617,,"The civil division of the county of Dorset ... : containing lists of the principal civil magistrates and officers ... and a complete nomina villarum ... also, a list of the county and other bridges, with the standing rules of the quarter sessions, &c./ by Edward Boswell.","Printed by W. Cruttwell, [1795]",1795,enk,BK,umich,google,"Boswell, Edward, 1760-1842",1795,"The civil division of the county of Dorset ... :containing lists of the principal civil magistrates and officers ... and a complete nomina villarum ... also, a list of the county and other bridges, with the standing rules of the quarter sessions, &c./by Edward Boswell","Sherborne :Printed by W. Cruttwell,[1795]","xxii, 107, 64 p. :1 folded map ;22 cm","Boswell, Edward,1760-1842",,,,,Dorset (England)---Gazetteers._Dorset (England)---Registers._Charitable bequests---England---Dorset
mdp.39015074634406,001907715,v.8,"The works of the British poets. With prefaces, biographical and critical, by Robert Anderson ...","J. & A. Arch; [etc., etc.] 1795.",1795,enk,BK,umich,google,"Anderson, Robert, 1750-1830",1795,"The works of the British poets.With prefaces, biographical and critical,by Robert Anderson ","London,J. & A. Arch; [etc., etc.]1795",13 v.23 1/2cm,"Anderson, Robert,1750-1830comp",,,,,English poetry
mdp.39015038703024,002240854,,"A history and description of the royal abbaye of Saint Denis, with an account of the tombs of the kings and queens of France, and other distinguished persons, interred there: also, of the many splendid decorations, pieces of curious workmanship and antiquity, chapels, altars, shrines, crucifixes, &c.; together with the holy bodies and various relics of the saints and martyrs. A descriptive enumeration of the vast riches which have been accumulating for ages, in the treasury of this celebrated abbaye: with explanatory remarks; and a series of historical anecdotes, relative to the kings of France, from the reign of Dagobert: extracted from the records of Saint Denis ...","Printed for J.S. Jordan, 1795.",1795,enk,BK,umich,google,,1795,"A history and description of the royal abbaye of Saint Denis, with an account of the tombs of the kings and queens of France, and other distinguished persons, interred there:also, of the many splendid decorations, pieces of curious workmanship and antiquity, chapels, altars, shrines, crucifixes, &c.; together with the holy bodies and various relics of the saints and martyrs. A descriptive enumeration of the vast riches which have been accumulating for ages, in the treasury of this celebrated abbaye: with explanatory remarks; and a series of historical anecdotes, relative to the kings of France, from the reign of Dagobert: extracted from the records of Saint Denis ","London,Printed for J.S. Jordan,1795","iv, 96 p.23cm",,,,,,"Abbaye de Saint-Denis (Saint-Denis, France)"
osu.32435027442276,100859490,v.3,"The works of the British poets : with prefaces, biographical and critical / by Robert Anderson.","Printed for J. & A. Arch ; Bell & Bradfute and J. Mundell & Co., 1795.",1795,enk,BK,osu,google,,1795,"The works of the British poets :with prefaces, biographical and critical /by Robert Anderson","London :Printed for J. & A. Arch ;[Edinburgh] :Bell & Bradfute and J. Mundell & Co.,1795",13 v. ;24 cm,,"Anderson, Robert,1750-1830",,,,English poetry
uc1.31822011183134,007158931,v.1,"Theory of the earth, with proofs and illustrations","Printed for Messrs Cadell, junior, and Davies, London; and W. Creech, 1795",1795,stk,BK,universityofcalifornia,google,"Hutton, James, 1726-1797",1795,"Theory of the earth,with proofs and illustrations","Edinburgh,Printed for Messrs Cadell, junior, and Davies, London; and W. Creech,1795",2 v.illus. 27 cm,"Hutton, James,1726-1797",,,,,Earth_Creation---Early works to 1800
nyp.33433076026818,001907715,v. 7,"The works of the British poets. With prefaces, biographical and critical, by Robert Anderson ...","J. & A. Arch; [etc., etc.] 1795.",1795,enk,BK,nypl,google,"Anderson, Robert, 1750-1830",1795,"The works of the British poets.With prefaces, biographical and critical,by Robert Anderson ","London,J. & A. Arch; [etc., etc.]1795",13 v.23 1/2cm,"Anderson, Robert,1750-1830comp",,,,,English poetry
osu.32435000431478,100219086,,"Description of a rare scarabaeus from Potosi, in South America : with engraved representations of the same, coloured from nature / by John Francillon.","C. Whittingham, 1795.",1795,enk,BK,osu,google,"Francillon, John",1795,"Description of a rare scarabaeus from Potosi, in South America :with engraved representations of the same, coloured from nature /by John Francillon","London :C. Whittingham,1795","[2] p., [1] col. plate :ill. (col.) ;27 cm","Francillon, John",,,,,Beetles---South America._Scarabaeidae
nyp.33433082377478,001420660,,"The Life of Samuel Johnson, LL. D. : with critical observations on his works / by Robert Anderson.","Printed for J.&A. Arch [etc.], 1795.",1795,enk,BK,nypl,google,"Anderson, Robert, 1750-1830",1795,"The Life of Samuel Johnson, LL. D. :with critical observations on his works /by Robert Anderson","London :Printed for J.&A. Arch [etc.],1795",307 p. ;22 cm,"Anderson, Robert,1750-1830",,,,,"Johnson, Samuel,---1709-1784"
uc1.31822038204350,010824219,v.2,"Morison's edition of the Poems of Ossian, the son of Fingal / translated by James Macpherson ; carefully corrected, and greatly improved, with a set of elegant engravings, from original drawings, by Stothard and Allan","Printed by R. Morison Junior, for R. Morison & Son, 1795",1795,stk,BK,universityofcalifornia,google,"Macpherson, James, 1736-1796",1795,"Morison's edition of the Poems of Ossian, the son of Fingal /translated by James Macpherson ; carefully corrected, and greatly improved, with a set of elegant engravings, from original drawings, by Stothard and Allan","Perth :Printed by R. Morison Junior, for R. Morison & Son,1795",2 v. :ill. ;19 cm,"Macpherson, James,1736-1796","Ossian,3rd cent_Macpherson, James,1736-1796.Ossian_Blair, Hugh,1718-1800",,,,"Ossian,---3rd cent_Mythology, Celtic---Poetry"
mdp.39015063901618,001855846,,"The history of Poland, from its origin as a nation to the commencement of the year 1795. To which is prefixed an accurate account of the geography and government of that country, and the customs and manners of its inhabitants ...","Printed for Vernor and Hood, 1795.",1795,enk,BK,umich,google,"Jones, Stephen, 1763-1827",1795,"The history of Poland, from its origin as a nation to the commencement of the year 1795.To which is prefixed an accurate account of the geography and government of that country, and the customs and manners of its inhabitants ","London,Printed for Vernor and Hood,1795","vii, [4], 500, [16] p.front. (port.) fold. map.21 1/2cm","Jones, Stephen,1763-1827",,,,,Poland---History
inu.30000115393344,008618303,,The works of Mrs. Elizabeth Rowe.,"Printed for J. & A. Arch ; & for S. Doig, 1796.",1796,enk,BK,iu,google,"Rowe, Elizabeth Singer, 1674-1737",1796,The works of Mrs. Elizabeth Rowe,"London :Printed for J. & A. Arch ;Edinburgh :& for S. Doig,1796",4 v,"Rowe, Elizabeth Singer,1674-1737","Rowe, Thomas,1687-1715",,,,"Rowe, Elizabeth Singer,---1674-1737"
nyp.33433082482369,008643832,v. 5,"Travels of Anacharsis the Younger in Greece, during the middle of the fourth century before the Christian Ã¦ra. By the AbbeÌ Barthelemi ... Translated from the French. In four volumes, and a fifth, containing maps, plans, views, and coins, illustrative of the geography and antiquities of ancient Greece.","G. G. and J. Robinson, 1796.",1796,enk,BK,nypl,google,"BartheÌlemy, J.-J. 1716-1795",1796,"Travels of Anacharsis the Younger in Greece,during the middle of the fourth century before the Christian Ã¦ra.By the AbbeÌ Barthelemi ... Translated from the French. In four volumes, and a fifth, containing maps, plans, views, and coins, illustrative of the geography and antiquities of ancient Greece","London,G. G. and J. Robinson,1796",5 v.22 cm,"BartheÌlemy, J.-J.(Jean-Jacques),1716-1795","BarbieÌ du Bocage, Jean Denis,1760-1825._Beaumont, William.trl",,,,Greece---Maps._Greece---Civilization._Greece---Social life and customs._Greece---Antiquities
chi.083685910,100911131,,"A letter to a friend on commerce and free ports, and London-docks.",Printed in the year 1796.,1796,enk,BK,uchicago,google,"Vaughan, William, 1752-1850",1796,"A letter to a friend on commerce and free ports, and London-docks","London,Printed in the year 1796","2 p.l., 24 p.22 cm","Vaughan, William,1752-1850",,,,,London (England)---Commerce._Docks---England---London
nyp.33433066405311,012313122,,"Directions for the use of a scientific table, in the collection and application of knowledge.",1796,1796,enk,BK,nypl,google,,1796,"Directions for the use of a scientific table,in the collection and application of knowledge",[Norwich]1796,114 p.16mo,,,,,,Knowledge
nyp.33433081848297,008685602,,A select collection of ancient and modern epitaphs and inscriptions : to which are added some on the decease of eminent personages / collected by Thomas Caldwall.,"Printed for and sold by the compiler, also by Robinsons, Jeffery, Sael, Bell, and all other booksellers, 1796.",1796,enk,BK,nypl,google,"Caldwall, Thomas",1796,A select collection of ancient and modern epitaphs and inscriptions :to which are added some on the decease of eminent personages /collected by Thomas Caldwall,"London :Printed for and sold by the compiler, also by Robinsons, Jeffery, Sael, Bell, and all other booksellers,1796","iv, 416 p., [1] leaf of plates :port. ;19 cm","Caldwall, Thomas",,,,,Epitaphs._Epitaphs---Great Britain
nyp.33433090739669,009713479,,"Geographical extracts, forming a general view of earth and nature... illustrated with maps / by John Payne.","G. G. and J. Robinson, 1796.",1796,enk,BK,nypl,google,"Payne, John, fl. 1800",1796,"Geographical extracts, forming a general view of earth and nature... illustrated with maps /by John Payne","London :G. G. and J. Robinson,1796","xiv, 530 p. :2 fold. maps ;22 cm","Payne, John,fl. 1800",,,,,Geography
hvd.hn2ghp,009713059,,"The juvenile olio, or Mental medley : consisting of original essays, moral and literary, tales, fables, reflections, &c. intended to correct the judgement, to improve the taste, to please the fancy, and to humanize the mind / written by a father, chiefly for the use of his children.","Printed for E. Newbery, 1796.",1796,enk,BK,harvard,google,"Mavor, William Fordyce, 1758-1837",1796,"The juvenile olio, or Mental medley :consisting of original essays, moral and literary, tales, fables, reflections, &c. intended to correct the judgement, to improve the taste, to please the fancy, and to humanize the mind /written by a father, chiefly for the use of his children","London :Printed for E. Newbery,1796","v, 266 p. ;18 cm","Mavor, William Fordyce,1758-1837",,,,,Conduct of life---Juvenile literature
osu.32437121746016,100714554,,"Reflections on government in general, with their application to the British constitution, in five sections ... / by Charles Watkins.","Printed by W. and C. Spilsbury, 1796.",1796,enk,BK,osu,google,"Watkins, Charles, -1808",1796,"Reflections on government in general, with their application to the British constitution, in five sections ... /by Charles Watkins","London :Printed by W. and C. Spilsbury,1796","vii, 72 p. ;22 cm","Watkins, Charles,-1808",,,,,Great Britain---Politics and government---18th century._Political science---Early works to 1800._Constitutional law---Great Britain---Early works to 1800
nyp.33433068229958,008622682,,"Sermons on the principles upon which the reformation of the Church of England was established; preached before the University of Oxford, in the year 1796, at the lecture founded by John Bampton, by Robert Gray.","Sold by Messrs. Rivingtons; [etc., etc.] 1796.",1796,enk,BK,nypl,google,"Gray, Robert, 1762-1834",1796,"Sermons on the principles upon which the reformation of the Church of England was established;preached before the University of Oxford, in the year 1796, at the lecture founded by John Bampton, by Robert Gray","London,Sold by Messrs. Rivingtons; [etc., etc.]1796","xii, 333, [1] p.22 cm","Gray, Robert,1762-1834",,,,,"Sermons, English._Church of England---Sermons._Church of England"
wu.89094198207,005796957,,"The antient bee-master's farewell : or, Full and plain directions for the management of bees to the greatest advantage ... / By John Keys.","Printed for G.G. and J. Robinson, 1796.",1796,enk,BK,wisc,google,"Keys, John",1796,"The antient bee-master's farewell :or, Full and plain directions for the management of bees to the greatest advantage ... /By John Keys","London :Printed for G.G. and J. Robinson,1796",xvi. 273 p. :plates ;22 cm,"Keys, John",,,,,Early works_Bees_Bee culture_Bees_Bee culture---Early works to 1800
mdp.39015067142789,001985946,v.3,The economy of nature explained and illustrated on the principles of modern philosophy. By G. Gregory ...,"J. Johnson, 1796.",1796,enk,BK,umich,google,"Gregory, G. 1754-1808",1796,The economy of nature explained and illustrated on the principles of modern philosophy.By G. Gregory ,"London,J. Johnson,1796",3 v. 46 pl.22cm,"Gregory, G.(George),1754-1808",,,,,Philosophy_Science
nnc1.cu54403677,008428215,,"Addresses to the people of Otaheite, designed to assist the labour of missionaries, and other instructors of the ignorant. To which is prefixed a short address to the members and friends of the Missionary Society in London.","T. Gillet, 1796.",1796,enk,BK,columbia,google,"Love, John, 1757-1825",1796,"Addresses to the people of Otaheite,designed to assist the labour of missionaries, and other instructors of the ignorant. To which is prefixed a short address to the members and friends of the Missionary Society in London","London,T. Gillet,1796","xiv, 170 p.18 cm","Love, John,1757-1825",,,,,Missions---French Polynesia---Tahiti (Island)
mdp.39015065484456,000108637,v.2,"The history of England, from the peace in 1783. To the present time: by T. A. Lloyd. Designed as a supplement to Hume, Smollet, and Cormick.",C. Cooke [1796],1796,enk,BK,umich,google,"Lloyd, T. A",1796,"The history of England,from the peace in 1783. To the present time:by T. A. Lloyd. Designed as a supplement to Hume, Smollet, and Cormick","London,C. Cooke[1796]","2 v.pl., ports.15 cm","Lloyd, T. A",,,,,"Great Britain---History---George III, 1760-1820"
njp.32101066875087,008929916,,On the prosodies of the Greek and Latin languages.,"J. Robson, 1796.",1796,enk,BK,princeton,google,"Horsley, Samuel, 1733-1806",1796,On the prosodies of the Greek and Latin languages,"London,J. Robson,1796","v, 171 p.21 cm","Horsley, Samuel,1733-1806",,,,,Latin language---Metrics and rhythmics._Greek language---Metrics and rhythmics
uc1.31378008356837,011934006,,"Experiments upon magnesia alba, quick-lime, and other alcaline substances; by Joseph Black ... To which is annexed, An essay on the cold produced by evaporating fluids, and of some other means of producing cold; by William Cullen ..","W. Creech, 1796.",1796,stk,BK,universityofcalifornia,google,"Black, Joseph, 1728-1799",1796,"Experiments upon magnesia alba, quick-lime, and other alcaline substances;by Joseph Black ... To which is annexed, An essay on the cold produced by evaporating fluids, and of some other means of producing cold; by William Cullen ","Edinburgh,W. Creech,1796","134, 8 p.illus.16 cm","Black, Joseph,1728-1799",,,,,Phlogiston._Carbon dioxide._Alkalies
nyp.33433071366391,000155808,,"An historical account of the city of Hereford. With some remarks on the river Wye, and the natural and artificial beauties contiguous to its banks, from Brobery to Wilton ... By John Price.","Printed by D. Walker, 1796.",1796,enk,BK,nypl,google,"Price, John, 1773-1801",1796,"An historical account of the city of Hereford.With some remarks on the river Wye, and the natural and artificial beauties contiguous to its banks, from Brobery to Wilton ...By John Price","Hereford,Printed by D. Walker,1796","262 p.front., 3 pl., map, 2 plans.22 cm","Price, John,1773-1801",,,,,"Wye, River (Wales and England)_Hereford (England)"
njp.32101055195901,008901164,v.2,Contemplations on the historical passages of the Old and New Testaments / by the Right Rev. Father in God Joseph Hall.,"Printed for Ja. Robertson, John Elder, John Guthrie, Wm. Martin, John Ogle & G. Peattie Leith, 1796.",1796,stk,BK,princeton,google,"Hall, Joseph, 1574-1656",1796,Contemplations on the historical passages of the Old and New Testaments /by the Right Rev. Father in God Joseph Hall,"Edinburgh :Printed for Ja. Robertson, John Elder, John Guthrie, Wm. Martin, John Ogle & G. Peattie Leith,1796",3 v. :port. ;21 cm,"Hall, Joseph,1574-1656",,,,,Bible---History of Biblical events
